thumbnail_url;logo_url;channel_url;title;category;description
https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/9/images/1025055487?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/9/images/1025055487?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/25667521;Pogromca tajemnic;Dokument;Dan Aykroyd odkrywa niesamowite fakty w historii ludzkości. Każdy odcinek stanowi istny pokaz osobliwości, obfitujący w najdziwniejsze, ale w 100% prawdziwe opowieści, przedstawione w fascynujący sposób.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/846e5584-bf9b-4596-9a68-a093f3080002/AEL0043873_POST_SN_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/8/images/1028899355?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/19716891;Zaginione złoto konfederatów;Dokument;Poszukiwacze skarbów Rick i Marty Lagina są idolami dla poszukiwaczy na całym świecie. Łączą siły z kolegą z Michigan, Kevinem Dykstrą, aby wyśledzić przemycony skarb narodowy, który pochodzi z czasów wojny secesyjnej.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/32a37aa2-0783-4958-a580-d099a7e73738/AEL0160692_POST_SN_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/9/images/1025055487?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/32987826;Tajemnice, które miały trwać wiecznie;Dokument;Danny Trejo przyjrzy się budowlom, a także obiektom, które prowadza jedynie do większej liczby pytań niż odpowiedzi.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/880bd65a-0be0-4d10-b3a5-b9226aec1f22/AEL0154283_POST_SN_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/5511368/images/1025055463?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/32406420;Kobiety, które niosły śmierć;Dokument;Co sprawia, że​​kobiety mordują? Czy można to przewidzieć już w dzieciństwie? A może to chciwość, zazdrość lub po prostu chęć zemsty uwalniają w nich najgorsze instynkty? Program „Kobiety, które niosły śmierć” bada psychikę prawdziwych morderczyń, aby znaleźć odpowiedzi na najtrudniejsze pytania. Była profilerka FBI, Candice DeLong, opowiada o tym, co sprawia, że ​​matki, córki, a nawet babcie stają się zabójczyniami. Dzięki realistycznym inscenizacjom, kryminalistycznym dowodom i poważnym wywiadom ze świadkami i rodziną, widz zdobywa wszechstronną wiedzę na temat każdego z omawianych w programie przestępstw.
https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/2060267/images/908106481?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/2060267/images/908106481?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/34216853;Monsieur Spade;Dramat;Jest rok 1963. Legendarny detektyw Sam Spade cieszy się emeryturą na południu Francji — ale wtedy pojawiają się plotki o powrocie jego starego przeciwnika...
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/38db1fb0-fdc3-4dec-b609-c196a8ddaac5/2303_2065_10751288023668_P0961938_Topic_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/packet/4682418/images/259965422?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/19124204;SEKRETY ZOO;Rozrywka;W ZooTampa panuje ekscytacja związana ze zbliżającymi się narodzinami. Zespół strefy afrykańskiej z niecierpliwością oczekuje dwóch sióstr żyraf, a ciąża samicy binturonga stawia w gotowości zespół opiekujący się zwierzętami z Azji. Później tajemnicze problemy żołądkowe pantery mglistej wymagają pilnej interwencji weterynaryjnej.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/e319510b-8985-48e4-a4f0-6c6892c326ae/AEL0163816_POST_SN_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/5511368/images/1025055463?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/33561740;I nie opuścisz mnie aż do śmierci;Dokument;Serial przedstawia historie zwyczajnych ludzi, którzy padli ofiarą czyjejś zazdrości. Każdy odcinek stanowi odrębną, opartą na faktach opowieść o tragicznych wydarzeniach, często niosących ze sobą długofalowe konsekwencje.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/c15742a2-1e72-414a-b167-7f72a839ece6/AEL0156231_POST_SN_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/9/images/1025055487?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/32258827;Kroniki więzienne;Dokument;Każdy odcinek programu zabiera widzów w niezapomnianą podróż do wnętrza innego słynnego więzienia, odkrywając jego historię oraz historie, schematy i przestępców, przez których te miejsca cieszą się złą sławą.
https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/9/images/1025055487?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/9/images/1025055487?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/32333293;Starożytni kosmici: geneza;Dokument;Dołącz do Giorgia Tsoukalosy, Williama Henry’ego i Jasona Martella, którzy wyruszają na globalne śledztwo i analizują archiwa serii „Starożytni kosmici”, aby zbadać najbardziej enigmatyczne stanowiska archeologiczne.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/c9e682b6-a430-4d90-a43a-1b897e46ea25/AEL0164772_POST_SN_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/5511368/images/1025055463?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/33855860;Michael Jackson: proces stulecia;Dokument;Michael Jackson: proces stulecia to dwuczęściowy dokument przedstawiający jeden z największych procesów jakie wytoczono gwieździe show-biznesu.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/77047594-b284-4719-b74f-3c2a400a337a/2505_2065_14838376039668_FNG0008337_Topic_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/packet/4682418/images/259965422?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/32828596;PRZYGODA Z BEAREM GRYLLSEM;Akcja i przygoda;Bear zabiera aktorkę Tatianę Maslany na pełną emocji przygodę w odludnych górach Laramie w stanie Wyoming. Tam będzie oczekiwał, że grająca nieustraszone bohaterki Tatiana wykaże się taką samą odwagą podczas opuszczania się na linie z klifu, wspinania się po oblodzonych zboczach i zanurzania ciała w mroźnych wodach.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/a8407c78-68af-4575-b3f9-edf32246ebd5/2504_2065_14644444994668_P1046921_Topic_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/packet/4682418/images/259965422?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/32542516;SEKRETNE ŻYCIE;Rozrywka;Tropikalny las deszczowy w dorzeczu Konga to siedlisko krytycznie zagrożonych słoni leśnych. Są one doskonale przystosowane do życia w tym rejonie dzięki odpowiedniej budowie ciała, zachowaniom i relacjom panującym w stadzie. Sama adaptacja to jednak nie wszystko. Aby przetrwać w lesie deszczowym, słonie również kształtują przestrzeń wokół siebie i przystosowują ją do swoich potrzeb. W ten sposób powstaje środowisko, którego nie ma nigdzie indziej na świecie.
https://r.dcs.redcdn.pl/scale/play/playtv/upload/packet/4682418/images/259965422?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://r.dcs.redcdn.pl/scale/play/playtv/upload/packet/4682418/images/259965422?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/17261079;CZAS WIKINGÓW;Historyczny;W roku 866 wikińska Wielka Armia Pogan rozpoczęła oblężenie Yorku - stolicy średniowiecznego królestwa Nortumbrii. Przyjrzyj się największym bitwom tej wojny, jej kluczowym graczom oraz potężnym warowniom, które uległy najeźdźcom z Północy.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/6b4b8ff0-d413-4a4b-8a35-7c045f1e20aa/AEL0154565_POST_SN_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/9/images/1025055487?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/32247540;Tajemnice skute lodem;Dokument;Łącząc rozrywkę CGI, zaawansowaną technologię skanującą i badania naukowe, ten serial zabiera widza w najdalsze, najzimniejsze i najbardziej wrogie człowiekowi miejsca naszej planety, aby odkryć przed nim wielkie tajemnice, niegdyś ukryte w lodzie.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/50f3c0b9-12af-4eec-a8fa-c17c2bcf65dd/AEL0006846_POST_SN_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/8/images/1028899355?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/33706471;Zaginieni na Alasce;Dokument;"W północno-zachodnim rejonie Alaski obejmującym obszar 777 000 km kw. w tajemniczych okolicznościach zaginęło ponad 20 tysięcy ludzi. Do większości tych zdarzeń doszło w okolicy, którą miejscowi nazywają ""trójkątem alaskim""."
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/ce13960c-6f42-4c21-b843-05bdb265b8a4/2310_2065_11634902063668_P0993154_Topic_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/packet/4682418/images/259965422?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/21586713;III RZESZA: DROGA DO UPADKU;Historyczny;Październik 1944 roku. Po nocnym przekraczaniu włoskiej rzeki Savio nowo uformowany pluton łowców czołgów z kanadyjskiego pułku Seaforth Highlanders natyka się na grupę niemieckich czołgów i dział samobieżnych. Kanadyjczycy są odcięci od własnych wojsk pancernych przez wezbrane wody Savio. Zobacz, jak stawiają czoło wrogowi, dysponując jedynie bronią, którą mają ze sobą.
https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/8/images/1028899355?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/8/images/1028899355?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/4231096;Imperium w budowie;Dokument;Serial koncentruje się na architektonicznych dziełach wielkich cywilizacji i narodów takich jak Majowie, Chińczycy, Rosjanie, Persowie czy Bizantyjczycy. Przez pryzmat ich osiągnięć twórcy programu analizują historię i kulturę tych społeczeństw.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/d24f9288-436a-4c05-b552-cd70493abbcd/AEL0066941_POST_SN_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/8/images/1028899355?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/7426570;Zagadki starożytnego świata;Dokument;Badacz i odkrywca Josh Bernstein podróżuje po całym świecie, zgłębiając tajemnice starożytności. Korzystając z najnowszych technologii Josh bada i weryfikuje nowe teorie.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/7b47a08b-bdac-4a86-96a4-8f17d9633ce3/AEL0162623_POST_SN_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/5511368/images/1025055463?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/32987840;Polskie zabójczynie;Dokument;„Polskie zabójczynie” prezentują sprawy, które elektryzowały opinię publiczną w całym kraju. Opowieści o kobietach, które dopuściły się najpodlejszych czynów uzupełnione są o inscenizacje oraz wypowiedzi osób zaangażowanych w poszczególne sprawy – funkcjonariuszy organów ścigania, psychologów, dziennikarzy.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/5c133a73-6739-4960-92a8-caf287a17f55/AEL0091328_POST_SN_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/5511368/images/1025055463?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/11136531;I nie opuścisz mnie aż do śmierci;Dokument;Serial przedstawia historie zwyczajnych ludzi, którzy padli ofiarą czyjejś zazdrości. Każdy odcinek stanowi odrębną, opartą na faktach opowieść o tragicznych wydarzeniach, często niosących ze sobą długofalowe konsekwencje.
https://r.dcs.redcdn.pl/scale/play/playtv/upload/packet/4682418/images/259965422?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://r.dcs.redcdn.pl/scale/play/playtv/upload/packet/4682418/images/259965422?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/17383905;PSY;Ludzie;Czy twój pies potrafi przechytrzyć opiekunów? Czy za ich plecami nagina ustalone zasady? Doktor Brian Hare opracował kilka naukowych testów, które demaskują strategie stosowane przez czworonogi i pomagają budować lepsze relacje między ludźmi a ich pupilami. Przyglądamy się także niezwykłej różnorodności ras psów. To najbardziej zróżnicowany gatunek ssaków, występujący w przyrodzie. Aż trudno uwierzyć, że wszystkie rasy, począwszy od bernardyna, a skończywszy na chihuahua, mają wspólnych przodków - wilki.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/d718f418-1a36-4563-98c9-b767bb3daab5/AEL0160877_POST_SN_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/5511368/images/1025055463?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/32698940;Dowody zbrodni: Morderstwa na bagnach;Dokument;To serial opowiadający o śledztwach dotyczących przestępstw, które przez lata pozostawały nierozwiązane.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/55a93b25-2280-452f-953b-04e6eac6f8df/AEL0109355_POST_SN_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/5511368/images/1025055463?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/20152392;Zbrodnia prawie doskonała;Dokument;W prowincjonalnym miasteczku w Teksasie w 2001 roku Pamela Shelley decyduje się zakończyć toksyczny związek ze swoim chłopakiem Ronniem Hendrickiem. Wkrótce dziewczyna zostaje śmiertelnie postrzelona w głowę.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/eb78963d-6ef5-45de-94e7-06a7bde1cea5/2505_2065_14838358228668_P0806065_Episode_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/packet/4682418/images/259965422?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/32258825;AMERYKA POŁUDNIOWA;Rozrywka;W argentyńskiej dziczy, gdzie surowy teren obfituje w drapieżniki, każdy dzień to walka o przetrwanie. Obserwujemy pumę polującą w dolinie na gwanako, tarantulę broniącą się przed pancernikiem oraz głodne lisy walczące z największym sępem świata.
https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/4231071/images/864544521?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/4231071/images/864544521?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/33548003;Miraculous: Biedronka i Czarny Kot;Dla dzieci;Dwoje paryskich nastolatków, Marinette Dupain-Cheng i Adrien Agreste, przemieniają się w superbohaterów: Biedronkę i Czarnego Kota, by chronić miasto przed złoczyńcami.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/15a80948-936b-4cf0-a7db-2d9292c42d30/AEL0146339_POST_SN_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/9/images/1025055487?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/30492521;Jak to wyjaśnić?;Dokument;Serial poświęcony najbardziej zagadkowym filmom, zdjęciom i nagraniom audio. Ich tematem są m.in. UFO, kryptydy czy niesamowite zjawiska dotyczące historii naturalnej.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/05c0dfc5-df00-4b3f-9ed7-0da470ba5e4b/AIR_CRASH_INVESTIGATION_S3_EP3_A51027774.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/2060266/images/913218414?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/33423470;Katastrofy w przestworzach;Inne;Seria opowiada o katastrofach lotniczych, kolejowych i morskich. Poznamy relacje tych, którzy przeżyli, wysłuchamy członków rodzin ofiar i przyjrzymy się pracy śledczych badających przyczyny wypadków.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/bbadaf45-0e4c-4d85-8761-489effc9b713/MIGHTY_RIVERS_S1_EP2_50010023.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/2060265/images/913218412?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/33443989;Wielkie rzeki;Przyrodniczy;"Wielkie zwierzęta słodkowodne są coraz rzadsze. Biolog i „łowca gigantów"" Jeremy Wade uważa, że to dla nas sygnał alarmowy — dlatego wyrusza na wyprawę, aby zbadać, jak naprawdę wygląda sytuacja."
https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/38024/images/913218410?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/38024/images/913218410?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/33443971;Ramzes: władca Egiptu;Historyczny;Seria, bazująca na najnowszych odkryciach archeologicznych, ukazuje życie jednego z największych władców Egiptu. Zobaczymy, jak potężny Ramzes stał się karykaturą własnej propagandy.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/fa399a5c-6d2d-4360-899b-88c7e95b8a6a/SECRETS_OF_THE_ENCHANTED_FORESTS_S1_EP5_A51026930.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/2060265/images/913218412?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/33443973;Lasy: tajemnicze krainy;Przyrodniczy;W tej serii poznamy najbogatsze i najbardziej zróżnicowane lasy na naszej planecie — od tropików po bieguny — i dowiemy się, w jaki sposób zapewniają one warunki do życia dla niezliczonych gatunków.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/261caa96-fcd4-42cd-bb0d-9fabb1a84ab4/THE_RISE_OF_THE_DICTATORS_S1_EP4_A51026029.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/38024/images/913218410?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/33443965;Dyktatorzy: droga do władzy;Historyczny;Sześcioodcinkowa seria pokazuje, w jaki sposób dyktatorzy dochodzą do władzy. Autorzy proponują nam wgląd w kruchość demokracji i ukazują przerażającą odporność autorytaryzmu.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/34f8ec04-e106-424b-8dc4-66bceaa60d97/A_CHEETAHS_PRIDE_S1_EP1_A51027675.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/2060265/images/913218412?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/33441170;Rodzina gepardów;Przyrodniczy;Dwie gepardzie matki spotykają się przypadkiem, a ich młode mieszają się: jedna wychowuje kocięta drugiej. Jeszcze dziwniejsze jest to, że zamiast pójść własnymi drogami — ostatecznie pozostają razem.
https://r.dcs.redcdn.pl/scale/play/playtv/upload/packet/4682418/images/259965422?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://r.dcs.redcdn.pl/scale/play/playtv/upload/packet/4682418/images/259965422?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/25444363;KRÓLOWE ŚWIATA ZWIERZĄT;Rozrywka;Nagradzane autorki zdjęć i początkujące filmowczynie połączyły siły, by stworzyć niesamowity dokument, opowiadający losy wspaniałych królowych świata zwierząt. Podczas swoich podróży do najodleglejszych zakątków globu, autorki dokumentu poznały utalentowane naukowczynie oraz aktywistki, robiące co w ich mocy, by chronić dzikie zwierzęta i środowisko, w którym żyją. Poznaj kulisy powstawania tego pięknego i poruszającego programu.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/d2b08727-0486-4776-a2da-01307a63c15f/AEL0141431_POST_SN_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/9/images/1025055487?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/26107284;Wykute w ogniu;Dokument;W programie rywalizują ze sobą najzdolniejsi twórcy białej broni w USA. Zadaniem zawodników jest wykonanie doskonałych ostrzy – od toporów wikingów po hinduskie sztylety. Najlepszy z kowali otrzyma 10 000 dolarów w gotówce i upragniony tytuł mistrza.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/2a9b1db4-21ea-4264-8745-9422de895ce4/ALL_CREATURES_GREAT_AND_SMALL_S1_EP4_A51011994.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/2060267/images/908106481?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/10032266;Wszystkie stworzenia duże i małe;Dramat;James Herriot spełnia swoje marzenia i zaczyna pracę jako weterynarz na północy hrabstwa Yorkshire. Szybko odkrywa, że leczenie zwierząt to także relacje z ich właścicielami — a te bywają trudne...
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/b525134d-dbc2-4a95-99e8-d9ce2d8d8fbf/2302_2065_10658639751668_P1003534_Episode_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/packet/4682418/images/259965422?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/18804340;CZARNY RYNEK;Rozrywka;Cyberprzestępstwa - takie jak oszustwa związane z kartami kredytowymi, kradzież tożsamości oraz złośliwe oprogramowanie typu ransomware - to najszybciej rozwijająca się w Stanach Zjednoczonych dziedzina działalności czarnorynkowej. W związku z tym nasze dane stają się towarem cenniejszym niż złoto, broń i narkotyki. Mariana usiłuje dociec, w jaki sposób tajemnicza sieć złodziei hakerów, mająca globalny zasięg, wykrada i sprzedaje poufne informacje o nas.
https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/8/images/1028899355?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/8/images/1028899355?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/13818798;Zaginione światy;Dokument;Od zamku prawdziwego hrabiego Draculi do supermiasta Adolfa Hitlera – program opowiada o niegdyś sławnych świątyniach, twierdzach i cywilizacjach, pamięć o których zatarł upływ czasu.
https://r.dcs.redcdn.pl/scale/play/playtv/images/catchup/951dc782-bd49-43b6-9381-49da88d5392c/AEL0129559_POST_SN_1920x1080.jpg?srcmode=3&srcw=16&srch=9&dstw=420&dsth=236&quality=80&type=1;https://r.dcs.redcdn.pl/scale/play/playtv/upload/live/5511368/images/1025055463?srcmode=3&srcx=0&srcy=0&srcw=1&srch=1&dstw=512&dsth=512&type=0;https://playnow.pl/wideo/serial/19484114;Policjanci, którzy zabijają;Dokument;Serial „Stróże zła: przestępcy w mundurze” powraca z zestawem siedmiu nowych spraw, tym razem nie ograniczając się wyłącznie do policjantów-morderców, ale rozszerzając zakres „bohaterów” także o malwersantów, oszustów, przestępców seksualnych i dilerów narkotyków. Will Mellor i jego zespół ekspertów, w tym emerytowany nadkomisarz Howard Groves i psycholog sądowa Serena Simmons są gotowi, aby znów rzucić się w wir pracy. W tym sezonie dołączy do nich także była nadkomisarz policji Sue Hill, która od 30 lat zajmuje się badaniem zbrodni. Eksperci postarają się wyjść daleko poza sensacyjne nagłówki gazet i dociec, co naprawdę skłoniło ludzi na wysokich stanowiskach do tak szokującego nadużycia władzy.
